Name,Survived,Boarded,MWC,Age,Adut_or_Chld,Sex,Paid,Class_Dept,Class
"MONTEVERDI, Sig. Giovanni",Died,Southampton,Man,23,Adult,Male,,Restaurant Staff,R
"MONTVILA, Fr Juozas",Died,Southampton,Man,27,Adult,Male,13,2nd Class Passenger,2
"MOODY, Mr James Paul",Died,Belfast,Man,24,Adult,Male,,Deck CrewTitanic Officers,D
"MOOR, Master Meier",Survived,Southampton,Child,7,Child,Male,12.475,3rd Class Passenger,3
"MOOR, Mrs Beila",Survived,Southampton,Woman,29,Adult,Female,12.475,3rd Class Passenger,3
"MOORE, Mr Alfred Ernest",Died,Southampton,Man,39,Adult,Male,,Victualling Crew,V
"MOORE, Mr Clarence Bloomfield",Died,Southampton,Man,47,Adult,Male,42.4,1st Class Passenger,1
"MOORE, Mr George Alfred",Survived,Southampton,Man,32,Adult,Male,,Deck Crew,D
"MOORE, Mr John J.",Survived,Southampton,Man,29,Adult,Male,,Engineering Crew,E
"MOORE, Mr Leonard Charles",Died,Southampton,Man,19,Adult,Male,8.05,3rd Class Passenger,3
"MOORE, Mr Ralph",Died,Southampton,Man,21,Adult,Male,,Engineering Crew,E
"MOORES, Mr Richard Henry",Died,Southampton,Man,44,Adult,Male,,Engineering Crew,E
"MORAN, Miss Bertha Bridget",Survived,Queenstown,Woman,28,Adult,Female,24.15,3rd Class Passenger,3
"MORAN, Mr Daniel James",Died,Queenstown,Man,27,Adult,Male,24.15,3rd Class Passenger,3
"MORAWECK, Dr Ernest",Died,Southampton,Man,54,Adult,Male,14,2nd Class Passenger,2
"MORGAN (BIRD), Mr Charles Frederick",Died,Southampton,Man,42,Adult,Male,,Victualling Crew,V
"MORGAN, Mr Arthur Herbert",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"MORGAN, Mr Thomas A.",Died,Southampton,Man,26,Adult,Male,,Engineering Crew,E
"MORLEY, Mr Henry Samuel",Died,Southampton,Man,38,Adult,Male,26,2nd Class Passenger,2
"MORLEY, Mr William",Died,Southampton,Man,34,Adult,Male,8.05,3rd Class Passenger,3
"MORRIS, Mr Arthur",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"MORRIS, Mr Frank Herbert",Survived,Belfast,Man,28,Adult,Male,,Victualling Crew,V
"MORRIS, Mr William Edward",Died,Southampton,Man,22,Adult,Male,,Engineering Crew,E
"MORROW, Mr Thomas Rowan",Died,Queenstown,Man,30,Adult,Male,7.75,3rd Class Passenger,3
"MOSS, Mr Albert Johan",Survived,Southampton,Man,29,Adult,Male,7.775,3rd Class Passenger,3
"MOSS, Mr William",Died,Belfast,Man,34,Adult,Male,,Victualling Crew,V
"MOUSSA, Mrs Mantoura Boulos",Survived,Cherbourg,Woman,35,Adult,Female,7.22916667,3rd Class Passenger,3
"MOUTAL, Mr Rahamin Haim",Died,Southampton,Man,28,Adult,Male,8.05,3rd Class Passenger,3
"MOYES, Mr William Young",Died,Belfast,Man,23,Adult,Male,,Engineering Crew,E
"MUBaRIK, Master Halm",Survived,Cherbourg,Child,4,Child,Male,15.379,,3
"MUBaRIK, Master Jirjis",Survived,Cherbourg,Child,7,Child,Male,15.379,,3
"MUBaRIK, Mrs Amnah",Survived,Cherbourg,Woman,24,Adult,Female,15.379,,3
"MUDD, Mr Thomas Cupper",Died,Southampton,Man,16,Adult,Male,10.5,2nd Class Passenger,2
"MULLEN, Miss Katherine Katie",Survived,Queenstown,Woman,21,Adult,Female,8.2,,3
"MaLLER, Mr Ludwig",Died,Southampton,Man,36,Adult,Male,,Victualling Crew,V
"MULLIN, Miss Mary (_Lennon)",Died,Queenstown,Woman,18,Adult,Female,15.5,3rd Class Passenger,3
"MULLIN, Mr Thomas",Died,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"MULVIHILL, Miss Bridget Elizabeth",Survived,Queenstown,Woman,25,Adult,Female,7.75,3rd Class Passenger,3
"MURDLIN, Mr Joseph",Died,Southampton,Man,22,Adult,Male,8.05,3rd Class Passenger,3
"MURDOCH, Mr William McMaster",Died,Belfast,Man,39,Adult,Male,,Deck CrewTitanic Officers,D
"MURDOCK, Mr William John",Survived,Belfast,Man,37,Adult,Male,,Engineering Crew,E
"MURPHY, Miss Catherine Kate",Survived,Queenstown,Woman,18,Adult,Female,15.5,,3
"MURPHY, Miss Margaret Jane Mary Maggie",Survived,Queenstown,Woman,25,Adult,Female,15.5,,3
"MURPHY, Miss Nora",Survived,Queenstown,Woman,34,Adult,Female,15.5,3rd Class Passenger,3
"MUSLAMaNi, Mrs Fatimah Muhammad",Survived,Cherbourg,Woman,22,Adult,Female,7.358,,3
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",Died,Southampton,Man,18,Adult,Male,7.75,3rd Class Passenger,3
"MYLES, Mr Thomas Francis",Died,Queenstown,Man,63,Adult,Male,9.6875,2nd Class Passenger,2
"NAIDENOFF, Mr Penko",Died,Southampton,Man,22,Adult,Male,7.89583333,3rd Class Passenger,3
"NAJIB KIAMIE, Miss Adele Jane",Survived,Cherbourg,Woman,15,Adult,Female,7.358,,3
"NAKHLI, Mr Toufik",Died,Cherbourg,Man,17,Adult,Male,7.22916667,3rd Class Passenger,3
"NAKID, Miss Maria",Survived,Cherbourg,Child,1,Child,Female,15.7416667,3rd Class Passenger,3
"NAKID, Mr Sahid",Survived,Cherbourg,Man,20,Adult,Male,15.7416667,3rd Class Passenger,3
"NAKID, Mrs Waika Mary",Survived,Cherbourg,Woman,19,Adult,Female,16.208,,3
"NANCARROW, Mr William Henry",Died,Southampton,Man,36,Adult,Male,8.05,3rd Class Passenger,3
"NANKOFF, Mr Minko",Died,Southampton,Man,32,Adult,Male,7.89583333,3rd Class Passenger,3
"NANNINI, Sig. Francesco Luigi Arcangelo",Died,Southampton,Man,42,Adult,Male,,Restaurant Staff,R
"NASR 'ALMa, Mr Mustafa",Died,Cherbourg,Man,20,Adult,Male,7.22916667,,3
"NASSER, Mr Nicholas",Died,Cherbourg,Man,28,Adult,Male,30.0708333,2nd Class Passenger,2
"NASSER, Mrs Adele",Survived,Cherbourg,Child,14,Child,Female,30.0708333,2nd Class Passenger,2
"NASSR RIZQ, Mr Saade",Died,Cherbourg,Man,20,Adult,Male,7.225,3rd Class Passenger,3
"NATSCH, Mr Charles",Died,Cherbourg,Man,36,Adult,Male,29.7,1st Class Passenger,1
"NAUGHTON, Miss Hannah",Died,Queenstown,Woman,21,Adult,Female,7.75,3rd Class Passenger,3
"NAVRATIL, Master Edmond Roger",Survived,Southampton,Child,2,Child,Male,26,2nd Class Passenger,2
"NAVRATIL, Master Michel Marcel",Survived,Southampton,Child,3,Child,Male,26,2nd Class Passenger,2
"NAVRATIL, Mr Michel",Died,Southampton,Man,32,Adult,Male,26,2nd Class Passenger,2
"NEAL, Mr Bentley Harold",Survived,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"NENKOFF, Mr Christo",Died,Southampton,Man,22,Adult,Male,7.89583333,3rd Class Passenger,3
"NESSON, Mr Israel",Died,Southampton,Man,26,Adult,Male,13,2nd Class Passenger,2
"NETTLETON, Mr George Walter",Died,Southampton,Man,29,Adult,Male,,Engineering Crew,E
"NEWELL, Miss Madeleine",Survived,Cherbourg,Woman,31,Adult,Female,113.275,1st Class Passenger,1
"NEWELL, Miss Marjorie Anne",Survived,Cherbourg,Woman,23,Adult,Female,113.275,1st Class Passenger,1
"NEWELL, Mr Arthur Webster",Died,Cherbourg,Man,58,Adult,Male,113.275,1st Class Passenger,1
"NEWMAN, Mr Charles Thomas",Died,Southampton,Man,33,Adult,Male,,Engineering Crew,E
"NEWSOM, Miss Helen Monypeny",Survived,Southampton,Woman,19,Adult,Female,26.2833333,1st Class Passenger,1
"NICHOLLS, Mr Joseph Charles",Died,Southampton,Man,19,Adult,Male,36.75,2nd Class Passenger,2
"NICHOLLS, Mr Sidney",Died,Southampton,Man,39,Adult,Male,,Victualling Crew,V
"NICHOLS, Mr A.D.",Died,Southampton,Man,34,Adult,Male,,Victualling Crew,V
"NICHOLS, Mr Alfred William Stanley",Died,Belfast,Man,47,Adult,Male,,Deck Crew,D
"NICHOLS, Mr Walter Henry",Survived,Southampton,Man,35,Adult,Male,,Victualling Crew,V
"NICHOLSON, Mr Arthur Ernest",Died,Southampton,Man,59,Adult,Male,26,1st Class Passenger,1
"NICOLA-YARRED, Master Elias (Louis Garrett)",Survived,Cherbourg,Child,11,Child,Male,11.373,,3
"NICOLA-YARRED, Miss Jamila (Amelia Garrett)",Survived,Cherbourg,Child,14,Child,Female,11.373,,3
"NIEMINEN, Miss Manta Josefina",Died,Southampton,Woman,29,Adult,Female,7.925,3rd Class Passenger,3
"NIKLASSON, Mr Samuel",Died,Southampton,Man,28,Adult,Male,8.05,3rd Class Passenger,3
"NILSSON, Miss Berta Olivia",Survived,Southampton,Woman,18,Adult,Female,7.775,3rd Class Passenger,3
"NILSSON, Miss Helmina Josefina",Survived,Southampton,Woman,26,Adult,Female,7.85416667,3rd Class Passenger,3
"NILSSON, Mr August Ferdinand",Died,Southampton,Man,21,Adult,Male,7.85416667,3rd Class Passenger,3
"NIRVA, Mr Iisakki Antino ij",Died,Southampton,Man,41,Adult,Male,7.125,3rd Class Passenger,3
"NISK_NEN, Mr Juha",Survived,Southampton,Man,39,Adult,Male,7.925,3rd Class Passenger,3
"NIVEN, Mr John Brown",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"NOFAL, Mr Mansouer",Died,Cherbourg,Man,20,Adult,Male,7.22916667,3rd Class Passenger,3
"NOON, Mr John",Died,Southampton,Man,35,Adult,Male,,Engineering Crew,E
"NORMAN, Mr Robert Douglas",Died,Southampton,Man,27,Adult,Male,13.5,2nd Class Passenger,2
"NORRIS, Mr James",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"NOSS, Mr Bertram Arthur",Died,Southampton,Man,21,Adult,Male,,Engineering Crew,E
"NOSS, Mr Henry",Survived,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"NOSWORTHY, Mr Richard Cater",Died,Southampton,Man,21,Adult,Male,7.8,3rd Class Passenger,3
"NOURNEY, Mr Alfred",Survived,Cherbourg,Man,20,Adult,Male,13.8625,1st Class Passenger,1
"NUTBEAN, Mr William",Survived,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"NYE, Mrs Elizabeth",Survived,Southampton,Woman,29,Adult,Female,10.5,2nd Class Passenger,2
"NYSTEN, Miss Anna Sofia",Survived,Southampton,Woman,22,Adult,Female,7.75,3rd Class Passenger,3
"NYSVEEN, Mr Johan Hansen",Died,Southampton,Man,60,Adult,Male,6.2375,3rd Class Passenger,3
"O'BRIEN, Mr Denis",Died,Queenstown,Man,21,Adult,Male,7.82916667,,3
"O'BRIEN, Mr Thomas",Died,Queenstown,Man,27,Adult,Male,15.5,3rd Class Passenger,3
"O'BRIEN, Mrs Johanna Hannah",Survived,Queenstown,Woman,26,Adult,Female,15.5,,3
"O'CONNELL, Mr Patrick Denis",Died,Queenstown,Man,17,Adult,Male,7.73333333,3rd Class Passenger,3
"O'CONNOR, Mr John",Survived,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"O'CONNOR, Mr Maurice",Died,Queenstown,Man,16,Adult,Male,7.75,3rd Class Passenger,3
"O'CONNOR, Mr Patrick",Died,Queenstown,Man,23,Adult,Male,7.75,3rd Class Passenger,3
"O'CONNOR, Mr Thomas Peter",Died,Belfast,Man,43,Adult,Male,,Victualling Crew,V
"O'DRISCOLL, Miss Bridget",Survived,Queenstown,Woman,27,Adult,Female,7.75,3rd Class Passenger,3
"O'DWYER, Miss Ellen Nellie",Survived,Queenstown,Woman,25,Adult,Female,8.4458,,3
"O'KEEFE, Mr Patrick",Survived,Queenstown,Man,21,Adult,Male,7.75,3rd Class Passenger,3
"O'LEARY, Miss Hanora Nora",Survived,Queenstown,Woman,16,Adult,Female,8.362,,3
"O'LOUGHLIN, Dr William Francis Norman",Died,Belfast,Man,62,Adult,Male,,Deck Crew,D
"O'SULLIVAN, Miss Bridget Mary",Died,Queenstown,Woman,21,Adult,Female,7.62916667,3rd Class Passenger,3
"DAHL, Mr Nils Martin",Died,Southampton,Man,23,Adult,Male,9.225,3rd Class Passenger,3
"HMAN, Miss Velin",Survived,Southampton,Woman,22,Adult,Female,7.775,3rd Class Passenger,3
"OLIVA Y OCANA, Doa Fermina",Survived,Cherbourg,Woman,39,Adult,Female,108.9,1st Class PassengerServant,1
"OLIVE, Mr Charles",Died,Southampton,Man,31,Adult,Male,,Engineering Crew,E
"OLIVE, Mr Ernest Roskelly",Died,Southampton,Man,26,Adult,Male,,Victualling Crew,V
"OLIVER, Mr H.",Survived,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"OLLIVER, Mr Alfred John",Survived,Belfast,Man,27,Adult,Male,,Deck Crew,D
"OLSEN, Master Artur Karl",Survived,Southampton,Child,9,Child,Male,3.17083333,3rd Class Passenger,3
"OLSEN, Mr Henry Margido",Died,Southampton,Man,28,Adult,Male,22.525,3rd Class Passenger,3
"OLSEN, Mr Karl Siegwart Andreas",Died,Southampton,Man,42,Adult,Male,8.40416667,3rd Class Passenger,3
"OLSEN, Mr Ole Martin",Died,Southampton,Man,27,Adult,Male,7.3125,3rd Class Passenger,3
"OLSSON, Miss Elina",Died,Southampton,Woman,31,Adult,Female,7.85416667,3rd Class Passenger,3
"OLSSON, Mr Nils Johan Gransson",Died,Southampton,Man,28,Adult,Male,7.85416667,3rd Class Passenger,3
"OLSSON, Mr Oscar Wilhelm",Survived,Southampton,Man,32,Adult,Male,7.775,3rd Class Passenger,3
"OLSVIGEN, Mr Thor Anderson",Died,Southampton,Man,20,Adult,Male,9.225,3rd Class Passenger,3
"OMONT, Mr Alfred Fernand",Survived,Cherbourg,Man,29,Adult,Male,25.7416667,1st Class Passenger,1
"ORESKOVIC, Miss Jelka",Died,Southampton,Woman,23,Adult,Female,8.6625,3rd Class Passenger,3
"ORESKOVIC, Miss Marija",Died,Southampton,Woman,20,Adult,Female,8.6625,3rd Class Passenger,3
"ORESKOVIC, Mr Luka",Died,Southampton,Man,20,Adult,Male,8.6625,3rd Class Passenger,3
"ORPET, Mr Walter Hayward",Died,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"ORR, Mr J.",Died,Southampton,Man,40,Adult,Male,,Victualling Crew,V
"OSBORNE, Mr William Edward",Died,Belfast,Man,32,Adult,Male,,Victualling Crew,V
"OSaN, Mr Olaf Elon",Died,Southampton,Man,16,Adult,Male,9.21666667,3rd Class Passenger,3
"OSMAN, Mr Frank",Survived,Southampton,Man,27,Adult,Male,,Deck Crew,D
"aSTBY, Miss Helen Ragnhild",Survived,Southampton,Woman,22,Adult,Female,61.9791667,1st Class Passenger,1
"OSTBY, Mr Engelhart Cornelius",Died,Southampton,Man,64,Adult,Male,61.9791667,1st Class Passenger,1
"OTHEN, Mr Charles Alfred",Survived,Southampton,Man,36,Adult,Male,,Engineering Crew,E
"OTTER, Mr Richard",Died,Southampton,Man,38,Adult,Male,13,2nd Class Passenger,2
"OVIaS Y RODReGUEZ, Mr Servando Jos Florentino",Died,Cherbourg,Man,36,Adult,Male,27.7208333,1st Class Passenger,1
"OWEN, Mr Lewis",Died,Southampton,Man,49,Adult,Male,,Victualling Crew,V
"OXENHAM, Mr Percy Thomas",Survived,Southampton,Man,22,Adult,Male,10.5,2nd Class Passenger,2
"PACEY, Mr Reginald lvan",Died,Southampton,Man,17,Adult,Male,,Victualling Crew,V
"PACHERA, Sig. Jean Baptiste Stanislas",Died,Southampton,Man,19,Adult,Male,,Restaurant Staff,R
"PADRON MANENT, Mr Julian",Survived,Cherbourg,Man,26,Adult,Male,13.8625,2nd Class Passenger,2
"PAICE, Mr Richard Charles John",Died,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"PAIN, Dr Alfred",Died,Southampton,Man,23,Adult,Male,10.5,2nd Class Passenger,2
"PAINTER, Mr Charles",Died,Southampton,Man,31,Adult,Male,,Engineering Crew,E
"PAINTER, Mr Frank Frederick",Died,Southampton,Man,29,Adult,Male,,Engineering Crew,E
"PAINTIN, Mr James Arthur",Died,Southampton,Man,29,Adult,Male,,Victualling Crew,V
"PALLS I CASTELL_, Sr. Emili",Survived,Cherbourg,Man,29,Adult,Male,13.8583333,2nd Class Passenger,2
"PALLES, Mr Thomas Henry Michael",Died,Belfast,Man,42,Adult,Male,,Engineering Crew,E
"PaLSSON, Master Gsta Leonard",Died,Southampton,Child,2,Child,Male,21.075,3rd Class Passenger,3
"PaLSSON, Master Paul Folke",Died,Southampton,Child,6,Child,Male,21.075,3rd Class Passenger,3
"PaLSSON, Miss Stina Viola",Died,Southampton,Child,3,Child,Female,21.075,3rd Class Passenger,3
"PaLSSON, Miss Torborg Danira",Died,Southampton,Child,8,Child,Female,21.075,3rd Class Passenger,3
"PaLSSON, Mrs Alma Cornelia",Died,Southampton,Woman,29,Adult,Female,21.075,3rd Class Passenger,3
"PANULA, Master Eino Viljam",Died,Southampton,Child,1,Child,Male,39.6875,3rd Class Passenger,3
"PANULA, Master Jaako Arnold",Died,Southampton,Child,14,Child,Male,39.6875,3rd Class Passenger,3
"PANULA, Master Juha Niilo",Died,Southampton,Child,7,Child,Male,39.6875,3rd Class Passenger,3
"PANULA, Master Urho Abraham",Died,Southampton,Child,2,Child,Male,39.6875,3rd Class Passenger,3
"PANULA, Mr Ernesti Arvid",Died,Southampton,Man,16,Adult,Male,39.6875,3rd Class Passenger,3
"PANULA, Mrs Maija Emelia Abrahamintytar",Died,Southampton,Woman,41,Adult,Female,39.6875,3rd Class Passenger,3
"PARKER, Mr Clifford Richard",Died,Southampton,Man,17,Adult,Male,10.5,2nd Class Passenger,2
"PARKES, Mr Francis",Died,Belfast,Man,21,Adult,Male,0,2nd Class PassengerH&W Guarantee Group,2
"PARR, Mr William Henry Marsh",Died,Belfast,Man,29,Adult,Male,0,1st Class PassengerH&W Guarantee Group,1
"PARRISH, Mrs Lutie Davis",Survived,Southampton,Woman,59,Adult,Female,26,2nd Class Passenger,2
"PARSONS, Mr Edward",Died,Southampton,Man,37,Adult,Male,,Victualling Crew,V
"PARSONS, Mr Frank Alfred",Died,Belfast,Man,26,Adult,Male,,Engineering Crew,E
"PARSONS, Mr Richard Henry",Died,Southampton,Man,18,Adult,Male,,Victualling Crew,V
"PARTNER, Mr Austin",Died,Southampton,Man,40,Adult,Male,28.5,1st Class Passenger,1
"PASCOE, Mr Charles H.",Survived,Southampton,Man,43,Adult,Male,,Deck Crew,D
"PASIC, Mr Jakob",Died,Southampton,Man,21,Adult,Male,8.6625,3rd Class Passenger,3
"PATCHETT, Mr George",Died,Southampton,Man,19,Adult,Male,14.5,3rd Class Passenger,3
"PAVLOVIC, Mr Stefo",Died,Southampton,Man,32,Adult,Male,7.89583333,3rd Class Passenger,3
"PAYNE, Mr Vivian Ponsonby",Died,Southampton,Man,22,Adult,Male,93.5,1st Class PassengerServant,1
"PEACOCK, Master Alfred Edward",Died,Southampton,Child,0.58,Child,Male,13.775,3rd Class Passenger,3
"PEACOCK, Miss Treasteall",Died,Southampton,Child,3,Child,Female,13.775,3rd Class Passenger,3
"PEACOCK, Mrs Edith",Died,Southampton,Woman,26,Adult,Female,13.775,3rd Class Passenger,3
"PEARCE, Mr Alfred Emest",Died,Southampton,Man,24,Adult,Male,,Victualling Crew,V
"PEARCE, Mr Ernest",Died,Southampton,Man,32,Adult,Male,7,3rd Class Passenger,3
"PEARCE, Mr John",Survived,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"PEARCEY, Mr Albert Victor",Survived,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"PEARS, Mr Thomas Clinton",Died,Southampton,Man,29,Adult,Male,66.6,1st Class Passenger,1
"PEARS, Mrs Edith",Survived,Southampton,Woman,22,Adult,Female,66.6,1st Class Passenger,1
"PEDERSEN, Mr Olaf",Died,Southampton,Man,28,Adult,Male,7.775,3rd Class Passenger,3
"PEDRINI, Sig. Alessandro",Died,Southampton,Man,21,Adult,Male,,Restaurant Staff,R
"PEDUZZI, Mr Giuseppe",Died,Southampton,Man,24,Adult,Male,8.05,3rd Class Passenger,3
"PEKONIEMI, Mr Edvard",Died,Southampton,Man,21,Adult,Male,7.925,3rd Class Passenger,3
"PELHAM, Mr George",Survived,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"PELTOM_KI, Mr Nikolai Johannes",Died,Southampton,Man,25,Adult,Male,7.925,3rd Class Passenger,3
"PEASCO Y CASTELLANA, Mr Victor",Died,Cherbourg,Man,24,Adult,Male,108.9,1st Class Passenger,1
"PEASCO Y CASTELLANA, Mrs Maria Josefa Perezde Soto y Vallejo",Survived,Cherbourg,Woman,22,Adult,Female,108.9,1st Class Passenger,1
"PENGELLY, Mr Frederick William",Died,Southampton,Man,19,Adult,Male,10.5,2nd Class Passenger,2
"PENNAL, Mr Thomas Frederick Cohen",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"PENNY, Mr William Farr",Died,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"PENROSE, Mr John Poole",Died,Belfast,Man,49,Adult,Male,,Victualling Crew,V
"PERACCHIO, Sig. Alberto",Died,Southampton,Man,20,Adult,Male,,Restaurant Staff,R
"PERACCHIO, Sig. Sebastiano",Died,Southampton,Man,17,Adult,Male,,Restaurant Staff,R
"PERKIN, Mr John Henry",Died,Southampton,Man,22,Adult,Male,7.25,3rd Class Passenger,3
"PERKINS, Mr Laurence Alexander",Died,Southampton,Man,22,Adult,Male,,Victualling Crew,V
"PERKIS, Mr Walter John",Survived,Belfast,Man,37,Adult,Male,,Deck Crew,D
"PERNOT, Mr Ren",Died,Cherbourg,Man,39,Adult,Male,15.05,2nd Class PassengerServant,2
"PEROTTI, Sig. Alfonso",Died,Southampton,Man,20,Adult,Male,,Restaurant Staff,R
"PERREAULT, Miss Mary Anne",Survived,Southampton,Woman,33,Adult,Female,93.5,1st Class PassengerServant,1
"PERREN, Mr William Charles",Died,Southampton,Man,47,Adult,Male,,Victualling Crew,V
"PERRITON, Mr Hubert Prouse",Died,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"PERRY, Mr Edgar Lionel",Survived,Southampton,Man,19,Adult,Male,,Engineering Crew,E
"PERRY, Mr Henry Frederick",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"PERSSON, Mr Ernst Ulrik",Survived,Southampton,Man,25,Adult,Male,7.775,3rd Class Passenger,3
"PERUSCHITZ, Fr Josef",Died,Southampton,Man,41,Adult,Male,13,2nd Class Passenger,2
"PETER / JOSEPH, Master Michael J. (Michael Joseph)",Survived,Cherbourg,Child,4,Child,Male,22.59,,3
"PETER / JOSEPH, Miss Anna (Mary Joseph)",Survived,Cherbourg,Child,2,Child,Female,22.59,,3
"PETER / JOSEPH, Mrs Catherine",Survived,Cherbourg,Woman,24,Adult,Female,22.59,3rd Class Passenger,3
"PETERS, Miss Katie",Died,Queenstown,Woman,26,Adult,Female,8.1375,3rd Class Passenger,3
"PETERS, Mr William Chapman",Survived,Southampton,Man,26,Adult,Male,,Deck Crew,D
"PETERSEN, Mr Marius",Died,Southampton,Man,24,Adult,Male,8.05,3rd Class Passenger,3
"PETRANEC, Miss Matilda",Died,Southampton,Woman,28,Adult,Female,7.89583333,3rd Class Passenger,3
"PETROFF, Mr Nedialco",Died,Southampton,Man,19,Adult,Male,7.89583333,3rd Class Passenger,3
"PETROFF, Mr Pastcho",Died,Southampton,Man,29,Adult,Male,7.89583333,3rd Class Passenger,3
"PETTERSSON, Miss Ellen Natalia",Died,Southampton,Woman,18,Adult,Female,7.775,3rd Class Passenger,3
"PETTERSSON, Mr Johan Emil",Died,Southampton,Man,25,Adult,Male,7.775,3rd Class Passenger,3
"PETTY, Mr Edwin Henry",Died,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"PEUCHEN, Major Arthur Godfrey",Survived,Southampton,Man,52,Adult,Male,30.5,1st Class Passenger,1
"PFROPPER, Mr Richard Paul Jozef",Survived,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"PHILLIMORE, Mr Harold Charles William",Survived,Belfast,Man,23,Adult,Male,,Victualling Crew,V
"PHILLIPS, Miss Alice Frances Louisa",Survived,Southampton,Woman,21,Adult,Female,21,2nd Class Passenger,2
"PHILLIPS, Miss Kate Florence",Survived,Southampton,Woman,19,Adult,Female,26,2nd Class Passenger,2
"PHILLIPS, Mr A. George",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"PHILLIPS, Mr Escott Robert",Died,Southampton,Man,42,Adult,Male,21,2nd Class Passenger,2
"PHILLIPS, Mr John George",Died,Belfast,Man,25,Adult,Male,,Victualling Crew,V
"PHILLIPS, Mr Walter John",Died,Southampton,Man,35,Adult,Male,,Restaurant Staff,R
"PIATTI, Sig. Louis",Died,Southampton,Man,17,Adult,Male,,Restaurant Staff,R
"PIAZZA, Sig. Pompeo Gaspro",Died,Southampton,Man,32,Adult,Male,,Restaurant Staff,R
"PICKARD, Mr Berk",Survived,Southampton,Man,32,Adult,Male,8.05,3rd Class Passenger,3
"PINSKY, Mrs Rosa",Survived,Southampton,Woman,32,Adult,Female,13,2nd Class Passenger,2
"PITFIELD, Mr William James",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"PITMAN, Mr Herbert John",Survived,Belfast,Man,34,Adult,Male,,Deck CrewTitanic Officers,D
"PLATT, Mr Wilfred George",Died,Southampton,Man,18,Adult,Male,,Victualling Crew,V
"PLOTCHARSKY, Mr Vasil",Died,Southampton,Man,27,Adult,Male,7.89583333,3rd Class Passenger,3
"PODESTA, Mr Alfred John Alexander",Survived,Southampton,Man,24,Adult,Male,,Engineering Crew,E
"POGGI, Sig. Emilio",Died,Southampton,Man,28,Adult,Male,,Restaurant Staff,R
